plot_type,city,price,Unit,Rupee_per_area,Area,state
1 BHK Apartment,Mumbai, 78 L, L,"14,498 / sq ft",538,maharastra
1 BHK Apartment,Mumbai, 77 L, L,"14,980 / sq ft",514,maharastra
2 BHK Apartment,Pune, 1.2 Cr, Cr,"12,000 / sq ft",1000,maharastra
2 BHK Apartment,Mumbai, 1.1 Cr, Cr,"10,945 / sq ft",1005,maharastra
2 BHK Apartment,Mumbai, 89 L, L,"8,829 / sq ft",1008,maharastra
3 BHK Apartment,Mumbai, 2.05 Cr, Cr,"20,000 / sq ft",1025,maharastra
2 BHK Apartment,Mumbai, 1.3 Cr, Cr,"20,155 / sq ft",645,maharastra
2 BHK Apartment,Pune, 56.57 L, L,"4,936 / sq ft",1146,maharastra
3 BHK Apartment,Pune, 1.65 Cr, Cr,"9,259 / sq ft",1782,maharastra
2 BHK Apartment,Mumbai, 1.37 Cr, Cr,"13,047 / sq ft",1050,maharastra
2 BHK Apartment,Mumbai, 1.26 Cr, Cr,"12,842 / sq ft",985,maharastra
2 BHK Apartment,Mumbai, 1.39 Cr, Cr,"17,375 / sq ft",800,maharastra
2 BHK Apartment,Mumbai, 1.38 Cr, Cr,"14,024 / sq ft",984,maharastra
1 BHK Apartment,Mumbai, 66 L, L,"13,200 / sq ft",500,maharastra
2 BHK Apartment,Mumbai, 1.37 Cr, Cr,"22,833 / sq ft",600,maharastra
2 BHK Apartment,Pune, 90 L, L,"14,285 / sq ft",630,maharastra
2 BHK Apartment,Mumbai, 1.99 Cr, Cr,"17,244 / sq ft",1154,maharastra
1 BHK Apartment,Nashik, 14.95 L, L,"1,957 / sq ft",764,maharastra
3 BHK Independent House,Mumbai, 1.68 Cr, Cr,"19,323 / sq ft",872,maharastra
3 BHK Apartment,Mumbai, 1.1 Cr, Cr,"13,095 / sq ft",840,maharastra
2 BHK Apartment,Mumbai, 1.39 Cr, Cr,"13,521 / sq ft",1028,maharastra
1 BHK Apartment,Mumbai, 83 L, L,"16,938 / sq ft",490,maharastra
1 BHK Apartment,Mumbai, 68.5 L, L,"11,416 / sq ft",600,maharastra
2 BHK Apartment,Mumbai, 1.81 Cr, Cr,"19,156 / sq ft",950,maharastra
2 BHK Apartment,Mumbai, 1.8 Cr, Cr,"20,857 / sq ft",863,maharastra
3 BHK Apartment,Mumbai, 2.75 Cr, Cr,"24,017 / sq ft",1145,maharastra
2 BHK Apartment,Mumbai, 2.38 Cr, Cr,"24,561 / sq ft",969,maharastra
2 BHK Apartment,Pune, 68.4 L, L,"6,874 / sq ft",995,maharastra
3 BHK Apartment,Mumbai, 1.8 Cr, Cr,"13,771 / sq ft",1307,maharastra
3 BHK Apartment,Mumbai, 3.78 Cr, Cr,"26,903 / sq ft",1405,maharastra
1 BHK Apartment,Mumbai, 35.2 L, L,"6,795 / sq ft",518,maharastra
2 BHK Apartment,Mumbai, 1.01 Cr, Cr,"17,907 / sq ft",564,maharastra
3 BHK Apartment,Mumbai, 2.87 Cr, Cr,"22,076 / sq ft",1300,maharastra
3 BHK Apartment,Mumbai, 4.07 Cr, Cr,"30,927 / sq ft",1316,maharastra
1 BHK Apartment,Mumbai, 57.5 L, L,"8,075 / sq ft",712,maharastra
3 BHK Apartment,Pune, 1.18 Cr, Cr,"8,613 / sq ft",1370,maharastra
1 BHK Apartment,Mumbai, 52.42 L, L,"8,945 / sq ft",586,maharastra
3 BHK Apartment,Mumbai, 2.35 Cr, Cr,"14,968 / sq ft",1570,maharastra
1 BHK Apartment,Mumbai, 1.44 Cr, Cr,"24,870 / sq ft",579,maharastra
2 BHK Apartment,Pune, 60.5 L, L,"5,954 / sq ft",1016,maharastra
2 BHK Apartment,Mumbai, 1.1 Cr, Cr,"11,554 / sq ft",952,maharastra
4 BHK Apartment,Mumbai, 3.1 Cr, Cr,"14,090 / sq ft",2200,maharastra
4 BHK Apartment,Mumbai, 2.9 Cr, Cr,"13,425 / sq ft",2160,maharastra
2 BHK Apartment,Mumbai, 1.01 Cr, Cr,"14,346 / sq ft",704,maharastra
1 BHK Apartment,Mumbai, 29 L, L,"4,360 / sq ft",665,maharastra
2 BHK Apartment,Mumbai, 1.9 Cr, Cr,"13,013 / sq ft",1460,maharastra
1 BHK Apartment,Pune, 33.4 L, L,"5,235 / sq ft",638,maharastra
2 BHK Apartment,Mumbai, 1.04 Cr, Cr,"10,924 / sq ft",952,maharastra
1 BHK Apartment,Mumbai, 35.1 L, L,"5,028 / sq ft",698,maharastra
1 BHK Apartment,Mumbai, 36 L, L,"3,896 / sq ft",924,maharastra
2 BHK Apartment,Mumbai, 1.49 Cr, Cr,"18,237 / sq ft",817,maharastra
1 BHK Apartment,Pune, 33 L, L,"4,896 / sq ft",674,maharastra
1 BHK Apartment,Mumbai, 62.58 L, L,"9,122 / sq ft",686,maharastra
3 BHK Apartment,Mumbai, 2.04 Cr, Cr,"20,400 / sq ft",1000,maharastra
2 BHK Apartment,Pune, 86.6 L, L,"7,452 / sq ft",1162,maharastra
2 BHK Apartment,Pune, 95 L, L,"8,126 / sq ft",1169,maharastra
2 BHK Apartment,Pune, 61.15 L, L,"5,599 / sq ft",1092,maharastra
3 BHK Apartment,Mumbai, 2.65 Cr, Cr,"20,670 / sq ft",1282,maharastra
4 BHK Apartment,Mumbai, 3.96 Cr, Cr,"22,461 / sq ft",1763,maharastra
1 BHK Apartment,Mumbai, 1.02 Cr, Cr,"15,789 / sq ft",646,maharastra
2 BHK Apartment,Mumbai, 1.22 Cr, Cr,"11,542 / sq ft",1057,maharastra
3 BHK Apartment,Mumbai, 3.32 Cr, Cr,"28,376 / sq ft",1170,maharastra
2 BHK Apartment,Mumbai, 1.8 Cr, Cr,"19,586 / sq ft",919,maharastra
1 BHK Apartment,Mumbai, 74 L, L,"11,094 / sq ft",667,maharastra
3 BHK Apartment,Pune, 80.7 L, L,"5,489 / sq ft",1470,maharastra
2 BHK Apartment,Mumbai, 40.2 L, L,"5,050 / sq ft",796,maharastra
1 BHK Apartment,Mumbai, 1.19 Cr, Cr,"17,246 / sq ft",690,maharastra
2 BHK Apartment,Mumbai, 1.9 Cr, Cr,"24,358 / sq ft",780,maharastra
1 BHK Apartment,Mumbai, 1.41 Cr, Cr,"23,254 / sq ft",610,maharastra
1 BHK Apartment,Mumbai, 73 L, L,"18,250 / sq ft",400,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"20,000 / sq ft",400,maharastra
1 BHK Apartment,Mumbai, 76 L, L,"19,000 / sq ft",400,maharastra
3 BHK Apartment,Mumbai, 1.55 Cr, Cr,"19,375 / sq ft",800,maharastra
1 BHK Apartment,Mumbai, 1.35 Cr, Cr,"18,881 / sq ft",715,maharastra
2 BHK Apartment,Mumbai, 1.97 Cr, Cr,"24,083 / sq ft",818,maharastra
3 BHK Apartment,Mumbai, 3.44 Cr, Cr,"26,959 / sq ft",1276,maharastra
3 BHK Apartment,Mumbai, 3.1 Cr, Cr,"25,409 / sq ft",1220,maharastra
2 BHK Apartment,Mumbai, 1.88 Cr, Cr,"17,231 / sq ft",1091,maharastra
2 BHK Apartment,Mumbai, 2.34 Cr, Cr,"23,145 / sq ft",1011,maharastra
3 BHK Apartment,Mumbai, 3.2 Cr, Cr,"24,169 / sq ft",1324,maharastra
2 BHK Apartment,Mumbai, 1.3 Cr, Cr,"16,497 / sq ft",788,maharastra
3 BHK Apartment,Mumbai, 2.7 Cr, Cr,"24,500 / sq ft",1102,maharastra
1 BHK Apartment,Mumbai, 1.02 Cr, Cr,"16,748 / sq ft",609,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"14,519 / sq ft",551,maharastra
1 BHK Apartment,Mumbai, 81 L, L,"13,775 / sq ft",588,maharastra
4 BHK Apartment,Mumbai, 12.05 Cr, Cr,"58,780 / sq ft",2050,maharastra
2 BHK Apartment,Mumbai, 2 Cr, Cr,"15,748 / sq ft",1270,maharastra
2 BHK Apartment,Mumbai, 1.99 Cr, Cr,"22,847 / sq ft",871,maharastra
1 BHK Apartment,Mumbai, 1.06 Cr, Cr,"17,966 / sq ft",590,maharastra
3 BHK Apartment,Mumbai, 2.27 Cr, Cr,"22,254 / sq ft",1020,maharastra
3 BHK Apartment,Mumbai, 7.39 Cr, Cr,"48,174 / sq ft",1534,maharastra
3 BHK Apartment,Mumbai, 6.78 Cr, Cr,"48,671 / sq ft",1393,maharastra
5 BHK Apartment,Mumbai, 12.68 Cr, Cr,"55,058 / sq ft",2303,maharastra
2 BHK Apartment,Mumbai, 2.5 Cr, Cr,"24,850 / sq ft",1006,maharastra
2 BHK Apartment,Pune, 50.2 L, L,"5,796 / sq ft",866,maharastra
1 BHK Apartment,Mumbai, 21 L, L,"4,708 / sq ft",446,maharastra
2 BHK Apartment,Mumbai, 2.07 Cr, Cr,"22,949 / sq ft",902,maharastra
1 BHK Apartment,Mumbai, 96 L, L,"16,188 / sq ft",593,maharastra
1 BHK Apartment,Mumbai, 75 L, L,"16,447 / sq ft",456,maharastra
1 BHK Apartment,Mumbai, 45.21 L, L,"8,812 / sq ft",513,maharastra
1 BHK Apartment,Mumbai, 73.22 L, L,"12,082 / sq ft",606,maharastra
2 BHK Apartment,Pune, 95.4 L, L,"8,464 / sq ft",1127,maharastra
1 BHK Apartment,Mumbai, 1.05 Cr, Cr,"27,578 / sq ft",384,maharastra
2 BHK Apartment,Mumbai, 2.5 Cr, Cr,"32,847 / sq ft",763,maharastra
1 BHK Apartment,Mumbai, 1.24 Cr, Cr,"29,176 / sq ft",429,maharastra
2 BHK Apartment,Mumbai, 1.54 Cr, Cr,"26,053 / sq ft",594,maharastra
2 BHK Apartment,Mumbai, 59.5 L, L,"6,363 / sq ft",935,maharastra
2 BHK Apartment,Mumbai, 35 L, L,"4,666 / sq ft",750,maharastra
2 BHK Apartment,Mumbai, 46 L, L,"5,596 / sq ft",822,maharastra
1 BHK Apartment,Mumbai, 29.5 L, L,"5,042 / sq ft",585,maharastra
3 BHK Apartment,Mumbai, 3.55 Cr, Cr,"47,019 / sq ft",755,maharastra
2 BHK Apartment,Mumbai, 2.5 Cr, Cr,"42,087 / sq ft",594,maharastra
2 BHK Apartment,Mumbai, 2.27 Cr, Cr,"40,248 / sq ft",564,maharastra
3 BHK Apartment,Mumbai, 2.73 Cr, Cr,"27,437 / sq ft",995,maharastra
3 BHK Apartment,Mumbai, 3.36 Cr, Cr,"35,031 / sq ft",962,maharastra
1 BHK Apartment,Mumbai, 1 Cr, Cr,"35,004 / sq ft",288,maharastra
4 BHK Apartment,Mumbai, 6.19 Cr, Cr,"35,012 / sq ft",1769,maharastra
2 BHK Apartment,Mumbai, 2.1 Cr, Cr,"35,022 / sq ft",601,maharastra
3 BHK Apartment,Mumbai, 3.88 Cr, Cr,"35,013 / sq ft",1109,maharastra
2 BHK Apartment,Mumbai, 2.89 Cr, Cr,"35,021 / sq ft",829,maharastra
1 BHK Apartment,Mumbai, 1.41 Cr, Cr,"35,044 / sq ft",405,maharastra
4 BHK Apartment,Mumbai, 4.37 Cr, Cr,"35,026 / sq ft",1249,maharastra
3 BHK Apartment,Mumbai, 3.7 Cr, Cr,"35,009 / sq ft",1059,maharastra
3 BHK Apartment,Mumbai, 2.45 Cr, Cr,"29,201 / sq ft",839,maharastra
1 BHK Apartment,Pune, 26.5 L, L,"4,274 / sq ft",620,maharastra
2 BHK Apartment,Pune, 45 L, L,"5,376 / sq ft",837,maharastra
1 BHK Apartment,Mumbai, 1.2 Cr, Cr,"17,391 / sq ft",690,maharastra
3 BHK Villa,Pune, 1.6 Cr, Cr,"13,050 / sq ft",1226,maharastra
2 BHK Apartment,Mumbai, 4 Cr, Cr,"38,461 / sq ft",1040,maharastra
1 BHK Apartment,Mumbai, 61.5 L, L,"10,000 / sq ft",615,maharastra
3 BHK Apartment,Mumbai, 3.3 Cr, Cr,"23,655 / sq ft",1395,maharastra
2 BHK Apartment,Mumbai, 2.4 Cr, Cr,"22,900 / sq ft",1048,maharastra
3 BHK Apartment,Mumbai, 1.8 Cr, Cr,"18,000 / sq ft",1000,maharastra
3 BHK Apartment,Mumbai, 3.26 Cr, Cr,"20,884 / sq ft",1561,maharastra
3 BHK Apartment,Mumbai, 9.05 Cr, Cr,"46,410 / sq ft",1950,maharastra
2 BHK Apartment,Mumbai, 1.5 Cr, Cr,"23,771 / sq ft",631,maharastra
1 RK Studio Apartment,Pune, 40 L, L,"5,882 / sq ft",680,maharastra
3 BHK Apartment,Mumbai, 3.5 Cr, Cr,"32,051 / sq ft",1092,maharastra
2 BHK Apartment,Mumbai, 3.51 Cr, Cr,"32,201 / sq ft",1090,maharastra
2 BHK Apartment,Mumbai, 2.8 Cr, Cr,"27,916 / sq ft",1003,maharastra
3 BHK Apartment,Mumbai, 3.8 Cr, Cr,"28,571 / sq ft",1330,maharastra
2 BHK Apartment,Mumbai, 2.75 Cr, Cr,"30,219 / sq ft",910,maharastra
3 BHK Apartment,Mumbai, 3.8 Cr, Cr,"26,855 / sq ft",1415,maharastra
5 BHK Apartment,Mumbai, 30 Cr, Cr,"71,428 / sq ft",4200,maharastra
2 BHK Apartment,Mumbai, 4.86 Cr, Cr,"35,014 / sq ft",1388,maharastra
3 BHK Apartment,Mumbai, 6 Cr, Cr,"32,608 / sq ft",1840,maharastra
4 BHK Apartment,Mumbai, 16.8 Cr, Cr,"45,789 / sq ft",3669,maharastra
3 BHK Apartment,Mumbai, 6.99 Cr, Cr,"38,833 / sq ft",1800,maharastra
7 BHK Apartment,Mumbai, 21 Cr, Cr,"33,621 / sq ft",6246,maharastra
4 BHK Apartment,Mumbai, 23 Cr, Cr,"40,000 / sq ft",5750,maharastra
4 BHK Apartment,Mumbai, 26.1 Cr, Cr,"43,478 / sq ft",6003,maharastra
3 BHK Apartment,Mumbai, 6.5 Cr, Cr,"27,015 / sq ft",2406,maharastra
3 BHK Apartment,Mumbai, 11.4 Cr, Cr,"47,440 / sq ft",2403,maharastra
3 BHK Apartment,Mumbai, 4.55 Cr, Cr,"29,373 / sq ft",1549,maharastra
2 BHK Apartment,Mumbai, 3.75 Cr, Cr,"31,172 / sq ft",1203,maharastra
2 BHK Apartment,Mumbai, 4.8 Cr, Cr,"34,582 / sq ft",1388,maharastra
2 BHK Apartment,Mumbai, 4.5 Cr, Cr,"36,000 / sq ft",1250,maharastra
2 BHK Apartment,Mumbai, 3.87 Cr, Cr,"30,960 / sq ft",1250,maharastra
2 BHK Apartment,Pune, 54.04 L, L,"4,899 / sq ft",1103,maharastra
3 BHK Apartment,Pune, 1.21 Cr, Cr,"8,736 / sq ft",1385,maharastra
3 BHK Villa,Pune, 1.58 Cr, Cr,"7,006 / sq ft",2255,maharastra
2 BHK Apartment,Pune, 46 L, L,"4,646 / sq ft",990,maharastra
2 BHK Apartment,Pune, 60 L, L,"5,911 / sq ft",1015,maharastra
2 BHK Apartment,Pune, 91 L, L,"8,834 / sq ft",1030,maharastra
2 BHK Apartment,Mumbai, 42 L, L,"5,256 / sq ft",799,maharastra
1 BHK Apartment,Pune, 30.2 L, L,"4,480 / sq ft",674,maharastra
2 BHK Apartment,Pune, 63.12 L, L,"4,994 / sq ft",1264,maharastra
1 BHK Apartment,Pune, 38 L, L,"5,984 / sq ft",635,maharastra
2 BHK Apartment,Pune, 54.51 L, L,"6,513 / sq ft",837,maharastra
3 BHK Apartment,Mumbai, 9 Cr, Cr,"37,500 / sq ft",2400,maharastra
2 BHK Apartment,Pune, 54.26 L, L,"6,166 / sq ft",880,maharastra
2 BHK Apartment,Pune, 64 L, L,"5,401 / sq ft",1185,maharastra
2 BHK Apartment,Pune, 57.12 L, L,"4,891 / sq ft",1168,maharastra
1 BHK Apartment,Pune, 40.01 L, L,"6,034 / sq ft",663,maharastra
2 BHK Apartment,Pune, 53.99 L, L,"5,262 / sq ft",1026,maharastra
2 BHK Apartment,Pune, 53.81 L, L,"5,458 / sq ft",986,maharastra
3 BHK Apartment,Pune, 84.14 L, L,"5,373 / sq ft",1566,maharastra
2 BHK Apartment,Pune, 50.97 L, L,"5,434 / sq ft",938,maharastra
2 BHK Apartment,Pune, 51.71 L, L,"5,202 / sq ft",994,maharastra
2 BHK Apartment,Pune, 60.34 L, L,"5,915 / sq ft",1020,maharastra
2 BHK Apartment,Pune, 62.69 L, L,"5,607 / sq ft",1118,maharastra
3 BHK Apartment,Pune, 71.19 L, L,"5,413 / sq ft",1315,maharastra
3 BHK Apartment,Pune, 77.35 L, L,"5,308 / sq ft",1457,maharastra
2 BHK Apartment,Pune, 52.78 L, L,"5,159 / sq ft",1023,maharastra
2 BHK Apartment,Pune, 48.94 L, L,"5,568 / sq ft",879,maharastra
3 BHK Apartment,Pune, 59.93 L, L,"5,458 / sq ft",1098,maharastra
2 BHK Apartment,Pune, 63.42 L, L,"5,977 / sq ft",1061,maharastra
1 BHK Apartment,Pune, 33.47 L, L,"5,150 / sq ft",650,maharastra
2 BHK Apartment,Pune, 44.91 L, L,"4,957 / sq ft",906,maharastra
1 BHK Apartment,Pune, 42.36 L, L,"6,175 / sq ft",686,maharastra
3 BHK Apartment,Pune, 90.03 L, L,"6,358 / sq ft",1416,maharastra
3 BHK Apartment,Pune, 69.75 L, L,"5,386 / sq ft",1295,maharastra
2 BHK Apartment,Pune, 60.43 L, L,"5,192 / sq ft",1164,maharastra
3 BHK Apartment,Pune, 71.04 L, L,"5,140 / sq ft",1382,maharastra
3 BHK Apartment,Pune, 96.52 L, L,"5,447 / sq ft",1772,maharastra
1 BHK Apartment,Pune, 35.75 L, L,"5,785 / sq ft",618,maharastra
3 BHK Apartment,Pune, 69.5 L, L,"5,560 / sq ft",1250,maharastra
3 BHK Apartment,Pune, 69.87 L, L,"5,437 / sq ft",1285,maharastra
2 BHK Apartment,Pune, 62.12 L, L,"6,194 / sq ft",1003,maharastra
2 BHK Apartment,Pune, 64.99 L, L,"6,286 / sq ft",1034,maharastra
1 BHK Apartment,Pune, 35.74 L, L,"5,069 / sq ft",705,maharastra
2 BHK Apartment,Pune, 47.19 L, L,"4,916 / sq ft",960,maharastra
2 BHK Apartment,Pune, 46.96 L, L,"4,381 / sq ft",1072,maharastra
3 BHK Apartment,Pune, 59.91 L, L,"4,210 / sq ft",1423,maharastra
2 BHK Apartment,Pune, 64.45 L, L,"6,356 / sq ft",1014,maharastra
3 BHK Apartment,Pune, 83.33 L, L,"6,303 / sq ft",1322,maharastra
3 BHK Apartment,Pune, 78.99 L, L,"5,670 / sq ft",1393,maharastra
3 BHK Apartment,Pune, 69.99 L, L,"5,322 / sq ft",1315,maharastra
3 BHK Apartment,Pune, 76.03 L, L,"5,686 / sq ft",1337,maharastra
1 BHK Apartment,Pune, 33.54 L, L,"5,282 / sq ft",635,maharastra
2 BHK Apartment,Pune, 49.53 L, L,"5,154 / sq ft",961,maharastra
2 BHK Apartment,Pune, 45.96 L, L,"4,728 / sq ft",972,maharastra
2 BHK Apartment,Pune, 59.35 L, L,"5,636 / sq ft",1053,maharastra
3 BHK Apartment,Pune, 68.61 L, L,"5,347 / sq ft",1283,maharastra
2 BHK Apartment,Pune, 77.02 L, L,"7,641 / sq ft",1008,maharastra
1 BHK Apartment,Pune, 34.74 L, L,"5,337 / sq ft",651,maharastra
1 RK Studio Apartment,Mumbai, 24.28 L, L,"7,707 / sq ft",315,maharastra
1 RK Studio Apartment,Mumbai, 30.05 L, L,"8,972 / sq ft",335,maharastra
1 BHK Apartment,Mumbai, 39.99 L, L,"7,272 / sq ft",550,maharastra
3 BHK Apartment,Mumbai, 1.6 Cr, Cr,"10,702 / sq ft",1495,maharastra
3 BHK Apartment,Mumbai, 3.25 Cr, Cr,"19,117 / sq ft",1700,maharastra
2 BHK Apartment,Mumbai, 1.54 Cr, Cr,"25,700 / sq ft",600,maharastra
2 BHK Apartment,Mumbai, 1.07 Cr, Cr,"12,228 / sq ft",875,maharastra
1 BHK Apartment,Mumbai, 58 L, L,"11,068 / sq ft",524,maharastra
1 BHK Apartment,Mumbai, 51 L, L,"9,409 / sq ft",542,maharastra
2 BHK Apartment,Mumbai, 78 L, L,"7,951 / sq ft",981,maharastra
3 BHK Apartment,Pune, 1.4 Cr, Cr,"10,695 / sq ft",1309,maharastra
2 BHK Apartment,Pune, 56.5 L, L,"6,662 / sq ft",848,maharastra
2 BHK Apartment,Pune, 90 L, L,"9,268 / sq ft",971,maharastra
3 BHK Apartment,Pune, 1.35 Cr, Cr,"10,037 / sq ft",1345,maharastra
2 BHK Apartment,Pune, 95 L, L,"9,978 / sq ft",952,maharastra
2 BHK Apartment,Pune, 78 L, L,"9,048 / sq ft",862,maharastra
2 BHK Apartment,Pune, 68 L, L,"8,607 / sq ft",790,maharastra
3 BHK Apartment,Pune, 90 L, L,"8,893 / sq ft",1012,maharastra
2 BHK Apartment,Pune, 73 L, L,"9,147 / sq ft",798,maharastra
3 BHK Apartment,Pune, 99 L, L,"8,761 / sq ft",1130,maharastra
2 BHK Apartment,Pune, 66 L, L,"6,846 / sq ft",964,maharastra
1 RK Studio Apartment,Pune, 38 L, L,"5,846 / sq ft",650,maharastra
1 BHK Apartment,Mumbai, 55.5 L, L,"8,837 / sq ft",628,maharastra
3 BHK Apartment,Mumbai, 1.49 Cr, Cr,"11,103 / sq ft",1350,maharastra
2 BHK Apartment,Mumbai, 2.3 Cr, Cr,"27,710 / sq ft",830,maharastra
3 BHK Apartment,Mumbai, 2.75 Cr, Cr,"20,370 / sq ft",1350,maharastra
2 BHK Apartment,Mumbai, 1.19 Cr, Cr,"12,526 / sq ft",950,maharastra
1 BHK Apartment,Pune, 35.1 L, L,"5,014 / sq ft",700,maharastra
2 BHK Apartment,Mumbai, 92.5 L, L,"10,511 / sq ft",880,maharastra
1 BHK Villa,Pune, 24 L, L,"2,696 / sq ft",890,maharastra
2 BHK Apartment,Mumbai, 1.81 Cr, Cr,"15,083 / sq ft",1200,maharastra
1 BHK Apartment,Mumbai, 72.5 L, L,"11,068 / sq ft",655,maharastra
2 BHK Apartment,Pune, 51 L, L,"5,167 / sq ft",987,maharastra
2 BHK Apartment,Pune, 34.5 L, L,"3,717 / sq ft",928,maharastra
2 BHK Apartment,Mumbai, 72 L, L,"7,826 / sq ft",920,maharastra
4 BHK Apartment,Mumbai, 2.8 Cr, Cr,"12,727 / sq ft",2200,maharastra
1 BHK Apartment,Mumbai, 1.09 Cr, Cr,"20,373 / sq ft",535,maharastra
1 BHK Apartment,Mumbai, 75.99 L, L,"12,356 / sq ft",615,maharastra
1 BHK Apartment,Mumbai, 76.25 L, L,"12,398 / sq ft",615,maharastra
1 BHK Apartment,Mumbai, 81 L, L,"12,500 / sq ft",648,maharastra
3 BHK Apartment,Mumbai, 2.22 Cr, Cr,"14,800 / sq ft",1500,maharastra
1 BHK Apartment,Mumbai, 86 L, L,"12,740 / sq ft",675,maharastra
1 BHK Apartment,Mumbai, 79 L, L,"12,191 / sq ft",648,maharastra
2 BHK Apartment,Mumbai, 1.24 Cr, Cr,"15,513 / sq ft",800,maharastra
1 BHK Apartment,Mumbai, 74.01 L, L,"13,456 / sq ft",550,maharastra
1 BHK Apartment,Pune, 51.72 L, L,"7,517 / sq ft",688,maharastra
2 BHK Apartment,Mumbai, 1.11 Cr, Cr,"14,322 / sq ft",775,maharastra
1 BHK Apartment,Mumbai, 89.51 L, L,"13,770 / sq ft",650,maharastra
1 BHK Apartment,Mumbai, 92 L, L,"15,081 / sq ft",610,maharastra
1 BHK Apartment,Pune, 55 L, L,"8,870 / sq ft",620,maharastra
4 BHK Apartment,Mumbai, 5.4 Cr, Cr,"14,210 / sq ft",3800,maharastra
2 BHK Apartment,Mumbai, 2.11 Cr, Cr,"27,739 / sq ft",761,maharastra
2 BHK Apartment,Mumbai, 2.49 Cr, Cr,"25,050 / sq ft",998,maharastra
3 BHK Apartment,Mumbai, 2.3 Cr, Cr,"14,285 / sq ft",1610,maharastra
3 BHK Apartment,Mumbai, 2.45 Cr, Cr,"19,140 / sq ft",1280,maharastra
2 BHK Apartment,Mumbai, 1.79 Cr, Cr,"17,412 / sq ft",1028,maharastra
4 BHK Apartment,Mumbai, 3.6 Cr, Cr,"31,222 / sq ft",1153,maharastra
3 BHK Apartment,Mumbai, 3.65 Cr, Cr,"31,656 / sq ft",1153,maharastra
2 BHK Apartment,Mumbai, 2.49 Cr, Cr,"30,218 / sq ft",824,maharastra
4 BHK Apartment,Mumbai, 8.45 Cr, Cr,"31,576 / sq ft",2676,maharastra
4 BHK Apartment,Mumbai, 6.28 Cr, Cr,"29,819 / sq ft",2106,maharastra
3 BHK Independent House,Nagpur, 58 L, L,"6,111 / sq ft",949,maharastra
1 BHK Apartment,Mumbai, 92 L, L,"12,266 / sq ft",750,maharastra
2 BHK Apartment,Mumbai, 1.38 Cr, Cr,"15,164 / sq ft",910,maharastra
1 BHK Apartment,Mumbai, 1.65 Cr, Cr,"20,912 / sq ft",789,maharastra
2 BHK Apartment,Mumbai, 2.45 Cr, Cr,"23,996 / sq ft",1021,maharastra
2 BHK Apartment,Mumbai, 1.32 Cr, Cr,"13,306 / sq ft",992,maharastra
2 BHK Apartment,Mumbai, 3.2 Cr, Cr,"22,727 / sq ft",1408,maharastra
3 BHK Apartment,Mumbai, 2.34 Cr, Cr,"14,625 / sq ft",1600,maharastra
4 BHK Apartment,Pune, 6.65 Cr, Cr,"10,230 / sq ft",6500,maharastra
4 BHK Apartment,Pune, 3.7 Cr, Cr,"9,736 / sq ft",3800,maharastra
2 BHK Apartment,Mumbai, 1.94 Cr, Cr,"17,749 / sq ft",1093,maharastra
3 BHK Apartment,Mumbai, 3.37 Cr, Cr,"22,466 / sq ft",1500,maharastra
3 BHK Independent House,Mumbai, 1 Cr, Cr,"6,250 / sq ft",1600,maharastra
2 BHK Apartment,Mumbai, 1.37 Cr, Cr,"16,809 / sq ft",815,maharastra
2 BHK Apartment,Mumbai, 1.41 Cr, Cr,"15,754 / sq ft",895,maharastra
2 BHK Apartment,Mumbai, 1.49 Cr, Cr,"14,774 / sq ft",1012,maharastra
2 BHK Apartment,Mumbai, 1.95 Cr, Cr,"21,398 / sq ft",915,maharastra
2 BHK Apartment,Mumbai, 1.38 Cr, Cr,"15,257 / sq ft",910,maharastra
1 RK Studio Apartment,Mumbai, 24 L, L,"5,333 / sq ft",450,maharastra
1 BHK Apartment,Mumbai, 70 L, L,"14,767 / sq ft",474,maharastra
2 BHK Apartment,Mumbai, 1.45 Cr, Cr,"19,053 / sq ft",761,maharastra
3 BHK Apartment,Mumbai, 2.6 Cr, Cr,"28,888 / sq ft",900,maharastra
1 BHK Apartment,Raigad, 46 L, L,"7,666 / sq ft",600,maharastra
1 BHK Apartment,Pune, 18.99 L, L,"4,220 / sq ft",450,maharastra
3 BHK Apartment,Pune, 88 L, L,"6,769 / sq ft",1300,maharastra
3 BHK Apartment,Mumbai, 4.4 Cr, Cr,"36,393 / sq ft",1209,maharastra
1 BHK Apartment,Mumbai, 1 Cr, Cr,"18,148 / sq ft",551,maharastra
3 BHK Apartment,Mumbai, 3.7 Cr, Cr,"21,536 / sq ft",1718,maharastra
1 BHK Apartment,Mumbai, 1.4 Cr, Cr,"21,806 / sq ft",642,maharastra
3 BHK Apartment,Mumbai, 4.79 Cr, Cr,"32,607 / sq ft",1469,maharastra
3 BHK Apartment,Pune, 96 L, L,"7,069 / sq ft",1358,maharastra
2 BHK Independent House,Mumbai, 65 L, L,"10,400 / sq ft",625,maharastra
2 BHK Independent House,Mumbai, 48.75 L, L,"3,611 / sq ft",1350,maharastra
2 BHK Independent House,Raigad, 71 L, L,"4,733 / sq ft",1500,maharastra
1 BHK Apartment,Mumbai, 1.46 Cr, Cr,"24,579 / sq ft",594,maharastra
5 BHK Apartment,Mumbai, 4.2 Cr, Cr,"21,538 / sq ft",1950,maharastra
