plot_type,city,price,Unit,Rupee_per_area,Area,state
Residential Plot,Greater Noida, 40.32 L, L,444 / sq ft,9072,Uttar Pradesh
Residential Plot,Greater Noida, 32 L, L,444 / sq ft,7200,Uttar Pradesh
Residential Plot,Greater Noida, 26 L, L,444 / sq ft,5850,Uttar Pradesh
Residential Plot,Greater Noida, 22 L, L,444 / sq ft,4950,Uttar Pradesh
Residential Plot,Greater Noida, 20 L, L,444 / sq ft,4500,Uttar Pradesh
Residential Plot,Greater Noida, 20 L, L,444 / sq ft,4500,Uttar Pradesh
Residential Plot,Greater Noida, 18 L, L,444 / sq ft,4050,Uttar Pradesh
Residential Plot,Greater Noida, 16 L, L,444 / sq ft,3600,Uttar Pradesh
Residential Plot,Greater Noida, 16 L, L,444 / sq ft,3600,Uttar Pradesh
Residential Plot,Greater Noida, 14 L, L,444 / sq ft,3150,Uttar Pradesh
Residential Plot,Greater Noida, 14 L, L,444 / sq ft,3150,Uttar Pradesh
Residential Plot,Greater Noida, 13.4 L, L,444 / sq ft,3015,Uttar Pradesh
Residential Plot,Greater Noida, 12.44 L, L,444 / sq ft,2799,Uttar Pradesh
Residential Plot,Greater Noida, 12 L, L,444 / sq ft,2700,Uttar Pradesh
Residential Plot,Greater Noida, 12 L, L,444 / sq ft,2700,Uttar Pradesh
Residential Plot,Noida, 12 L, L,444 / sq ft,2700,Uttar Pradesh
Residential Plot,Greater Noida, 10 L, L,444 / sq ft,2250,Uttar Pradesh
Residential Plot,Noida, 10 L, L,444 / sq ft,2250,Uttar Pradesh
Residential Plot,Greater Noida, 9.52 L, L,444 / sq ft,2142,Uttar Pradesh
Residential Plot,Greater Noida, 9.2 L, L,444 / sq ft,2070,Uttar Pradesh
Residential Plot,Greater Noida, 8.8 L, L,444 / sq ft,1980,Uttar Pradesh
Residential Plot,Greater Noida, 8 L, L,444 / sq ft,1800,Uttar Pradesh
Residential Plot,Mathura, 8 L, L,444 / sq ft,1800,Uttar Pradesh
Residential Plot,Hapur, 8 L, L,444 / sq ft,1800,Uttar Pradesh
Residential Plot,Greater Noida, 8 L, L,444 / sq ft,1800,Uttar Pradesh
Residential Plot,Noida, 8 L, L,444 / sq ft,1800,Uttar Pradesh
Residential Plot,Greater Noida, 7.92 L, L,444 / sq ft,1782,Uttar Pradesh
Residential Plot,Greater Noida, 7.6 L, L,444 / sq ft,1710,Uttar Pradesh
Residential Plot,Greater Noida, 7.2 L, L,444 / sq ft,1620,Uttar Pradesh
Residential Plot,Mathura, 7 L, L,444 / sq ft,1575,Uttar Pradesh
Residential Plot,Noida, 7 L, L,444 / sq ft,1575,Uttar Pradesh
Residential Plot,Greater Noida, 6.88 L, L,444 / sq ft,1548,Uttar Pradesh
Residential Plot,Greater Noida, 6.8 L, L,444 / sq ft,1530,Uttar Pradesh
Residential Plot,Greater Noida, 6.6 L, L,444 / sq ft,1485,Uttar Pradesh
Residential Plot,Greater Noida, 6.4 L, L,444 / sq ft,1440,Uttar Pradesh
Residential Plot,Mathura, 6 L, L,444 / sq ft,1350,Uttar Pradesh
Residential Plot,Hapur, 6 L, L,444 / sq ft,1350,Uttar Pradesh
Residential Plot,Greater Noida, 6 L, L,444 / sq ft,1350,Uttar Pradesh
Residential Plot,Greater Noida, 6 L, L,444 / sq ft,1350,Uttar Pradesh
Residential Plot,Noida, 6 L, L,444 / sq ft,1350,Uttar Pradesh
Residential Plot,Greater Noida, 5.8 L, L,444 / sq ft,1305,Uttar Pradesh
Residential Plot,Greater Noida, 5.6 L, L,444 / sq ft,1260,Uttar Pradesh
Residential Plot,Greater Noida, 5.2 L, L,444 / sq ft,1170,Uttar Pradesh
Residential Plot,Greater Noida, 5.04 L, L,444 / sq ft,1134,Uttar Pradesh
Residential Plot,Mathura, 5 L, L,444 / sq ft,1125,Uttar Pradesh
Residential Plot,Greater Noida, 5 L, L,444 / sq ft,1125,Uttar Pradesh
Residential Plot,Mathura, 4.8 L, L,444 / sq ft,1080,Uttar Pradesh
Residential Plot,Greater Noida, 4.8 L, L,444 / sq ft,1080,Uttar Pradesh
Residential Plot,Greater Noida, 4.8 L, L,444 / sq ft,1080,Uttar Pradesh
Residential Plot,Lucknow, 4.44 L, L,444 / sq ft,1000,Uttar Pradesh
Residential Plot,Greater Noida, 4.4 L, L,444 / sq ft,990,Uttar Pradesh
Residential Plot,Mathura, 4.4 L, L,444 / sq ft,990,Uttar Pradesh
Residential Plot,Noida, 4.4 L, L,444 / sq ft,990,Uttar Pradesh
Residential Plot,Greater Noida, 4.4 L, L,444 / sq ft,990,Uttar Pradesh
Residential Plot,Greater Noida, 4.2 L, L,444 / sq ft,945,Uttar Pradesh
Residential Plot,Mathura, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Hapur, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Greater Noida, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Noida, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Agra, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Mathura, 4 L, L,444 / sq ft,900,Uttar Pradesh
Residential Plot,Greater Noida, 3.96 L, L,444 / sq ft,891,Uttar Pradesh
Residential Plot,Greater Noida, 3.92 L, L,444 / sq ft,882,Uttar Pradesh
Residential Plot,Greater Noida, 3.76 L, L,444 / sq ft,846,Uttar Pradesh
Residential Plot,Greater Noida, 3.68 L, L,444 / sq ft,828,Uttar Pradesh
Residential Plot,Greater Noida, 3.6 L, L,444 / sq ft,810,Uttar Pradesh
Residential Plot,Greater Noida, 3.52 L, L,444 / sq ft,792,Uttar Pradesh
Residential Plot,Greater Noida, 3.4 L, L,444 / sq ft,765,Uttar Pradesh
Residential Plot,Noida, 3.4 L, L,444 / sq ft,765,Uttar Pradesh
Residential Plot,Greater Noida, 3.2 L, L,444 / sq ft,720,Uttar Pradesh
Residential Plot,Greater Noida, 3.04 L, L,444 / sq ft,684,Uttar Pradesh
Residential Plot,Greater Noida, 3 L, L,444 / sq ft,675,Uttar Pradesh
Residential Plot,Greater Noida, 2.96 L, L,444 / sq ft,666,Uttar Pradesh
Residential Plot,Greater Noida, 2.8 L, L,444 / sq ft,630,Uttar Pradesh
Residential Plot,Noida, 2.6 L, L,444 / sq ft,585,Uttar Pradesh
Residential Plot,Greater Noida, 2.6 L, L,444 / sq ft,585,Uttar Pradesh
Residential Plot,Greater Noida, 2.56 L, L,444 / sq ft,576,Uttar Pradesh
Residential Plot,Mathura, 2.4 L, L,444 / sq ft,540,Uttar Pradesh
Residential Plot,Greater Noida, 2.4 L, L,444 / sq ft,540,Uttar Pradesh
Residential Plot,Noida, 2.4 L, L,444 / sq ft,540,Uttar Pradesh
Residential Plot,Greater Noida, 2.36 L, L,444 / sq ft,531,Uttar Pradesh
Residential Plot,Greater Noida, 2.32 L, L,444 / sq ft,522,Uttar Pradesh
Residential Plot,Greater Noida, 2.24 L, L,444 / sq ft,504,Uttar Pradesh
Residential Plot,Noida, 2.24 L, L,444 / sq ft,504,Uttar Pradesh
Residential Plot,Greater Noida, 2.2 L, L,444 / sq ft,495,Uttar Pradesh
Residential Plot,Greater Noida, 2.2 L, L,444 / sq ft,495,Uttar Pradesh
Residential Plot,Greater Noida, 2.08 L, L,444 / sq ft,468,Uttar Pradesh
Residential Plot,Greater Noida, 2.04 L, L,444 / sq ft,459,Uttar Pradesh
Residential Plot,Hapur, 2 L, L,444 / sq ft,450,Uttar Pradesh
Residential Plot,Greater Noida, 2 L, L,444 / sq ft,450,Uttar Pradesh
Residential Plot,Greater Noida, 2 L, L,444 / sq ft,450,Uttar Pradesh
Residential Plot,Noida, 2 L, L,444 / sq ft,450,Uttar Pradesh
Residential Plot,Gorakhpur, 2 L, L,444 / sq ft,450,Uttar Pradesh
Residential Plot,Greater Noida, 1.84 L, L,444 / sq ft,414,Uttar Pradesh
Residential Plot,Greater Noida, 1.8 L, L,444 / sq ft,405,Uttar Pradesh
Residential Plot,Greater Noida, 1.68 L, L,444 / sq ft,378,Uttar Pradesh
Residential Plot,Greater Noida, 1.6 L, L,444 / sq ft,360,Uttar Pradesh
Residential Plot,Greater Noida, 1.52 L, L,444 / sq ft,342,Uttar Pradesh
Residential Plot,Greater Noida, 1.48 L, L,444 / sq ft,333,Uttar Pradesh
Residential Plot,Greater Noida, 1.44 L, L,444 / sq ft,324,Uttar Pradesh
Residential Plot,Greater Noida, 1.4 L, L,444 / sq ft,315,Uttar Pradesh
Residential Plot,Greater Noida, 1.4 L, L,444 / sq ft,315,Uttar Pradesh
Residential Plot,Greater Noida, 1.28 L, L,444 / sq ft,288,Uttar Pradesh
Residential Plot,Greater Noida, 1.24 L, L,444 / sq ft,279,Uttar Pradesh
Residential Plot,Greater Noida, 1.2 L, L,444 / sq ft,270,Uttar Pradesh
Residential Plot,Greater Noida, 1.2 L, L,444 / sq ft,270,Uttar Pradesh
Residential Plot,Greater Noida, 1 L, L,444 / sq ft,225,Uttar Pradesh
Residential Plot,Greater Noida, 1 L, L,444 / sq ft,225,Uttar Pradesh
Residential Plot,Lucknow, 8.01 L, L,445 / sq ft,1800,Uttar Pradesh
Residential Plot,Lucknow, 4.45 L, L,445 / sq ft,1000,Uttar Pradesh
Residential Plot,Greater Noida, 2.62 L, L,447 / sq ft,585,Uttar Pradesh
Residential Plot,Lucknow, 5.6 L, L,448 / sq ft,1250,Uttar Pradesh
Residential Plot,Lucknow, 14.37 L, L,449 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 8.98 L, L,449 / sq ft,2000,Uttar Pradesh
Residential Plot,Lucknow, 6.73 L, L,449 / sq ft,1500,Uttar Pradesh
Residential Plot,Lucknow, 5.38 L, L,449 / sq ft,1200,Uttar Pradesh
Residential Plot,Lucknow, 4.49 L, L,449 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 13.5 L, L,450 / sq ft,3000,Uttar Pradesh
Residential Plot,Lucknow, 9 L, L,450 / sq ft,2000,Uttar Pradesh
Residential Plot,Mirzapur, 5.4 L, L,450 / sq ft,1200,Uttar Pradesh
Residential Plot,Lucknow, 4.5 L, L,450 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.5 L, L,450 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 45.1 L, L,451 / sq ft,10000,Uttar Pradesh
Residential Plot,Lucknow, 22.55 L, L,451 / sq ft,5000,Uttar Pradesh
Residential Plot,Lucknow, 9.02 L, L,451 / sq ft,2000,Uttar Pradesh
Residential Plot,Lucknow, 4.51 L, L,451 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.51 L, L,451 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 3.6 L, L,451 / sq ft,800,Uttar Pradesh
Residential Plot,Lucknow, 14.5 L, L,453 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 14.5 L, L,453 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 5 L, L,454 / sq ft,1100,Uttar Pradesh
Residential Plot,Lucknow, 3.66 L, L,457 / sq ft,800,Uttar Pradesh
Residential Plot,Greater Noida, 70 L, L,"46,666 / sq ft",150,Uttar Pradesh
Residential Plot,Lucknow, 11.5 L, L,460 / sq ft,2500,Uttar Pradesh
Residential Plot,Lucknow, 4.6 L, L,460 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.6 L, L,460 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 5 L, L,462 / sq ft,1080,Uttar Pradesh
Residential Plot,Greater Noida, 5 L, L,462 / sq ft,1080,Uttar Pradesh
Residential Plot,Greater Noida, 2.5 L, L,462 / sq ft,540,Uttar Pradesh
Residential Plot,Lucknow, 14 L, L,466 / sq ft,3000,Uttar Pradesh
Residential Plot,Lucknow, 7 L, L,466 / sq ft,1500,Uttar Pradesh
Residential Plot,Lucknow, 7 L, L,466 / sq ft,1500,Uttar Pradesh
Residential Plot,Agra, 4.2 L, L,466 / sq ft,900,Uttar Pradesh
Residential Plot,Greater Noida, 42.5 L, L,468 / sq ft,9072,Uttar Pradesh
Residential Plot,Lucknow, 15 L, L,468 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 15 L, L,468 / sq ft,3200,Uttar Pradesh
Residential Plot,Mathura, 11.5 L, L,469 / sq ft,2450,Uttar Pradesh
Residential Plot,Lucknow, 5.9 L, L,472 / sq ft,1250,Uttar Pradesh
Residential Plot,Mathura, 4.88 L, L,472 / sq ft,1035,Uttar Pradesh
Residential Plot,Noida, 3.4 L, L,472 / sq ft,720,Uttar Pradesh
Residential Plot,Lucknow, 15.2 L, L,475 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 9.5 L, L,475 / sq ft,2000,Uttar Pradesh
Residential Plot,Lucknow, 9.5 L, L,475 / sq ft,2000,Uttar Pradesh
Residential Plot,Lucknow, 15.26 L, L,476 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 5.99 L, L,479 / sq ft,1250,Uttar Pradesh
Residential Plot,Lucknow, 5.99 L, L,479 / sq ft,1250,Uttar Pradesh
5 BHK Independent House,Noida, 25 Cr, Cr,"48,543 / sq ft",5150,Uttar Pradesh
Residential Plot,Agra, 6.5 L, L,480 / sq ft,1353,Uttar Pradesh
Residential Plot,Lucknow, 6 L, L,480 / sq ft,1250,Uttar Pradesh
Residential Plot,Lucknow, 6 L, L,480 / sq ft,1250,Uttar Pradesh
Residential Plot,Lucknow, 4.8 L, L,480 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.8 L, L,480 / sq ft,1000,Uttar Pradesh
Residential Plot,Greater Noida, 3 L, L,480 / sq ft,625,Uttar Pradesh
Residential Plot,Lucknow, 15.4 L, L,481 / sq ft,3200,Uttar Pradesh
Residential Plot,Greater Noida, 5.85 L, L,481 / sq ft,1215,Uttar Pradesh
Residential Plot,Basti, 9 L, L,486 / sq ft,1850,Uttar Pradesh
Residential Plot,Greater Noida, 3.5 L, L,486 / sq ft,720,Uttar Pradesh
Residential Plot,Lucknow, 15.6 L, L,487 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 15.62 L, L,488 / sq ft,3200,Uttar Pradesh
Residential Plot,Lucknow, 4.9 L, L,490 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.91 L, L,491 / sq ft,1000,Uttar Pradesh
Residential Plot,Greater Noida, 40 L, L,493 / sq ft,8100,Uttar Pradesh
Residential Plot,Mathura, 8.89 L, L,494 / sq ft,1800,Uttar Pradesh
Residential Plot,Lucknow, 2.99 L, L,498 / sq ft,600,Uttar Pradesh
Residential Plot,Lucknow, 9.99 L, L,499 / sq ft,2000,Uttar Pradesh
Residential Plot,Lucknow, 7.48 L, L,499 / sq ft,1500,Uttar Pradesh
Residential Plot,Lucknow, 6.23 L, L,499 / sq ft,1250,Uttar Pradesh
Residential Plot,Lucknow, 5.98 L, L,499 / sq ft,1200,Uttar Pradesh
Residential Plot,Lucknow, 4.99 L, L,499 / sq ft,1000,Uttar Pradesh
Residential Plot,Gorakhpur, 4.99 L, L,499 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 4.99 L, L,499 / sq ft,1000,Uttar Pradesh
Residential Plot,Lucknow, 3.99 L, L,499 / sq ft,800,Uttar Pradesh
Residential Plot,Mathura, 3.24 L, L,499 / sq ft,649,Uttar Pradesh
10 BHK Villa,Noida, 5.5 Cr, Cr,"5,000 / sq ft",11000,Uttar Pradesh
8 BHK Villa,Kanpur, 5 Cr, Cr,"5,000 / sq ft",10000,Uttar Pradesh
10 BHK Independent House,Ghaziabad, 4 Cr, Cr,"5,000 / sq ft",8000,Uttar Pradesh
7 BHK Villa,Noida, 3 Cr, Cr,"5,000 / sq ft",6000,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 2 Cr, Cr,"5,000 / sq ft",4000,Uttar Pradesh
4 BHK Apartment,Noida, 1.99 Cr, Cr,"5,000 / sq ft",3990,Uttar Pradesh
4 BHK Villa,Ghaziabad, 1.6 Cr, Cr,"5,000 / sq ft",3200,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1.53 Cr, Cr,"5,000 / sq ft",3070,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.5 Cr, Cr,"5,000 / sq ft",3000,Uttar Pradesh
4 BHK Apartment,Lucknow, 1.25 Cr, Cr,"5,000 / sq ft",2500,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1.25 Cr, Cr,"5,000 / sq ft",2500,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.2 Cr, Cr,"5,000 / sq ft",2415,Uttar Pradesh
3 BHK Apartment,Noida, 1.2 Cr, Cr,"5,000 / sq ft",2400,Uttar Pradesh
6 BHK Villa,Lucknow, 1.2 Cr, Cr,"5,000 / sq ft",2400,Uttar Pradesh
4 BHK Villa,Greater Noida, 1.19 Cr, Cr,"5,000 / sq ft",2389,Uttar Pradesh
3 BHK Apartment,Lucknow, 1.18 Cr, Cr,"5,000 / sq ft",2375,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1.15 Cr, Cr,"5,000 / sq ft",2300,Uttar Pradesh
3 BHK Apartment,Lucknow, 1.12 Cr, Cr,"5,000 / sq ft",2250,Uttar Pradesh
3 BHK Apartment,Lucknow, 1.11 Cr, Cr,"5,000 / sq ft",2230,Uttar Pradesh
3 BHK Apartment,Noida, 1.11 Cr, Cr,"5,000 / sq ft",2230,Uttar Pradesh
5 BHK Apartment,Ghaziabad, 1.1 Cr, Cr,"5,000 / sq ft",2200,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.1 Cr, Cr,"5,000 / sq ft",2200,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1.05 Cr, Cr,"5,000 / sq ft",2100,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 1.04 Cr, Cr,"5,000 / sq ft",2095,Uttar Pradesh
4 BHK Villa,Greater Noida, 1.03 Cr, Cr,"5,000 / sq ft",2073,Uttar Pradesh
3 BHK Apartment,Noida, 1.03 Cr, Cr,"5,000 / sq ft",2066,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 1 Cr, Cr,"5,000 / sq ft",2000,Uttar Pradesh
4 BHK Apartment,Greater Noida, 1 Cr, Cr,"5,000 / sq ft",2000,Uttar Pradesh
3 BHK Apartment,Noida, 1 Cr, Cr,"5,000 / sq ft",2000,Uttar Pradesh
2 BHK Independent House,Agra, 1 Cr, Cr,"5,000 / sq ft",2000,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 1 Cr, Cr,"5,000 / sq ft",2000,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 99.75 L, L,"5,000 / sq ft",1995,Uttar Pradesh
3 BHK Apartment,Greater Noida, 99.35 L, L,"5,000 / sq ft",1987,Uttar Pradesh
4 BHK Apartment,Greater Noida, 99.25 L, L,"5,000 / sq ft",1985,Uttar Pradesh
3 BHK Apartment,Lucknow, 98.35 L, L,"5,000 / sq ft",1967,Uttar Pradesh
4 BHK Apartment,Greater Noida, 98 L, L,"5,000 / sq ft",1960,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 95 L, L,"5,000 / sq ft",1900,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 95 L, L,"5,000 / sq ft",1900,Uttar Pradesh
3 BHK Apartment,Noida, 95 L, L,"5,000 / sq ft",1900,Uttar Pradesh
2 BHK Apartment,Lucknow, 94.7 L, L,"5,000 / sq ft",1894,Uttar Pradesh
3 BHK Apartment,Lucknow, 94.65 L, L,"5,000 / sq ft",1893,Uttar Pradesh
4 BHK Apartment,Greater Noida, 94.6 L, L,"5,000 / sq ft",1892,Uttar Pradesh
3 BHK Apartment,Lucknow, 94.6 L, L,"5,000 / sq ft",1892,Uttar Pradesh
3 BHK Apartment,Lucknow, 94.3 L, L,"5,000 / sq ft",1886,Uttar Pradesh
3 BHK Apartment,Greater Noida, 93.6 L, L,"5,000 / sq ft",1872,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
3 BHK Villa,Lucknow, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
3 BHK Apartment,Lucknow, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
4 BHK Apartment,Greater Noida, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
5 BHK Villa,Kanpur, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
3 BHK Independent House,Ghaziabad, 90 L, L,"5,000 / sq ft",1800,Uttar Pradesh
3 BHK Apartment,Lucknow, 88.75 L, L,"5,000 / sq ft",1775,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 86.65 L, L,"5,000 / sq ft",1733,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 86 L, L,"5,000 / sq ft",1720,Uttar Pradesh
3 BHK Apartment,Lucknow, 86 L, L,"5,000 / sq ft",1720,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 85 L, L,"5,000 / sq ft",1700,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 85 L, L,"5,000 / sq ft",1700,Uttar Pradesh
3 BHK Apartment,Noida, 85 L, L,"5,000 / sq ft",1700,Uttar Pradesh
3 BHK Independent House,Lucknow, 85 L, L,"5,000 / sq ft",1700,Uttar Pradesh
3 BHK Apartment,Greater Noida, 84 L, L,"5,000 / sq ft",1680,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 82.5 L, L,"5,000 / sq ft",1650,Uttar Pradesh
3 BHK Apartment,Noida, 82 L, L,"5,000 / sq ft",1640,Uttar Pradesh
3 BHK Apartment,Noida, 81.5 L, L,"5,000 / sq ft",1630,Uttar Pradesh
3 BHK Apartment,Greater Noida, 81.45 L, L,"5,000 / sq ft",1629,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 80.5 L, L,"5,000 / sq ft",1610,Uttar Pradesh
3 BHK Apartment,Varanasi, 80.3 L, L,"5,000 / sq ft",1606,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 80 L, L,"5,000 / sq ft",1600,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 80 L, L,"5,000 / sq ft",1600,Uttar Pradesh
3 BHK Apartment,Noida, 80 L, L,"5,000 / sq ft",1600,Uttar Pradesh
3 BHK Apartment,Lucknow, 80 L, L,"5,000 / sq ft",1600,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 80 L, L,"5,000 / sq ft",1600,Uttar Pradesh
4 BHK Independent Floor,Ghaziabad, 79.5 L, L,"5,000 / sq ft",1590,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 77.5 L, L,"5,000 / sq ft",1550,Uttar Pradesh
3 BHK Apartment,Noida, 77.5 L, L,"5,000 / sq ft",1550,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 76.25 L, L,"5,000 / sq ft",1525,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
4 BHK Apartment,Ghaziabad, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
3 BHK Apartment,Kanpur, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
Residential Plot,Lucknow, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
3 BHK Apartment,Kanpur, 75 L, L,"5,000 / sq ft",1500,Uttar Pradesh
3 BHK Apartment,Greater Noida, 73 L, L,"5,000 / sq ft",1460,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 72.5 L, L,"5,000 / sq ft",1450,Uttar Pradesh
3 BHK Apartment,Greater Noida, 72.25 L, L,"5,000 / sq ft",1445,Uttar Pradesh
3 BHK Apartment,Noida, 71.25 L, L,"5,000 / sq ft",1425,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 70 L, L,"5,000 / sq ft",1400,Uttar Pradesh
3 BHK Apartment,Lucknow, 70 L, L,"5,000 / sq ft",1400,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 70 L, L,"5,000 / sq ft",1400,Uttar Pradesh
3 BHK Independent Floor,Allahabad, 70 L, L,"5,000 / sq ft",1400,Uttar Pradesh
3 BHK Villa,Lucknow, 70 L, L,"5,000 / sq ft",1400,Uttar Pradesh
3 BHK Apartment,Greater Noida, 69 L, L,"5,000 / sq ft",1380,Uttar Pradesh
3 BHK Apartment,Noida, 69 L, L,"5,000 / sq ft",1380,Uttar Pradesh
3 BHK Apartment,Lucknow, 69 L, L,"5,000 / sq ft",1380,Uttar Pradesh
3 BHK Apartment,Greater Noida, 68.65 L, L,"5,000 / sq ft",1373,Uttar Pradesh
3 BHK Apartment,Noida, 68.65 L, L,"5,000 / sq ft",1373,Uttar Pradesh
3 BHK Apartment,Greater Noida, 68.25 L, L,"5,000 / sq ft",1365,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 68 L, L,"5,000 / sq ft",1360,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 67.5 L, L,"5,000 / sq ft",1350,Uttar Pradesh
2 BHK Apartment,Lucknow, 67.15 L, L,"5,000 / sq ft",1343,Uttar Pradesh
2 BHK Apartment,Lucknow, 66.5 L, L,"5,000 / sq ft",1330,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
2 BHK Apartment,Greater Noida, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
3 BHK Apartment,Greater Noida, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
3 BHK Apartment,Noida, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
2 BHK Villa,Lucknow, 65 L, L,"5,000 / sq ft",1300,Uttar Pradesh
2 BHK Apartment,Lucknow, 64.8 L, L,"5,000 / sq ft",1296,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 64 L, L,"5,000 / sq ft",1280,Uttar Pradesh
3 BHK Apartment,Noida, 64 L, L,"5,000 / sq ft",1280,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 62.75 L, L,"5,000 / sq ft",1255,Uttar Pradesh
3 BHK Apartment,Greater Noida, 62.5 L, L,"5,000 / sq ft",1250,Uttar Pradesh
2 BHK Apartment,Greater Noida, 61.45 L, L,"5,000 / sq ft",1229,Uttar Pradesh
3 BHK Apartment,Ghaziabad, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
3 BHK Villa,Lucknow, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
1 BHK Apartment,Noida, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
2 BHK Villa,Lucknow, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
3 BHK Apartment,Noida, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
2 BHK Villa,Lucknow, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
2 BHK Apartment,Ghaziabad, 60 L, L,"5,000 / sq ft",1200,Uttar Pradesh
3 BHK Apartment,Greater Noida, 58.75 L, L,"5,000 / sq ft",1175,Uttar Pradesh
3 BHK Independent Floor,Ghaziabad, 57.5 L, L,"5,000 / sq ft",1150,Uttar Pradesh
