property_type,city,total_price,unit,builtup_area_sqft,area,state
Plot/Land,Bengaluru,31.23, L,1999.0,1500,Karnataka
Plot/Land,Bengaluru,25.23, L,1999.0,1200,Karnataka
Plot/Land,Mysore,23.99, L,1999.0,1200,Karnataka
Plot/Land,Bengaluru,23.99, L,1999.0,1200,Karnataka
Villa/Independent House,Bengaluru,100000000.0, Cr,10000.0,10000,Karnataka
Villa/Independent House,Bengaluru,70000000.0, Cr,10000.0,7000,Karnataka
Villa/Independent House,Bengaluru,65000000.0, Cr,10000.0,6500,Karnataka
Villa/Independent House,Bengaluru,60000000.0, Cr,10000.0,6000,Karnataka
Apartment,Bengaluru,60000000.0, Cr,10000.0,6000,Karnataka
Villa/Independent House,Bengaluru,55000000.0, Cr,10000.0,5500,Karnataka
Apartment,Bengaluru,52000000.0, Cr,10000.0,5200,Karnataka
Villa/Independent House,Bengaluru,48000000.0, Cr,10000.0,4800,Karnataka
Plot/Land,Bengaluru,48000000.0, Cr,10000.0,4800,Karnataka
Villa/Independent House,Bengaluru,45000000.0, Cr,10000.0,4500,Karnataka
Villa/Independent House,Bengaluru,43000000.0, Cr,10000.0,4300,Karnataka
Apartment,Bengaluru,40000000.0, Cr,10000.0,4000,Karnataka
Villa/Independent House,Bengaluru,40000000.0, Cr,10000.0,4000,Karnataka
Plot/Land,Bengaluru,40000000.0, Cr,10000.0,4000,Karnataka
Apartment,Bengaluru,38000000.0, Cr,10000.0,3800,Karnataka
Apartment,Bengaluru,36000000.0, Cr,10000.0,3600,Karnataka
Villa/Independent House,Bengaluru,35000000.0, Cr,10000.0,3500,Karnataka
Apartment,Bengaluru,35000000.0, Cr,10000.0,3500,Karnataka
Apartment,Bengaluru,34000000.0, Cr,10000.0,3400,Karnataka
Plot/Land,Bengaluru,30000000.0, Cr,10000.0,3000,Karnataka
Apartment,Bengaluru,30000000.0, Cr,10000.0,3000,Karnataka
Villa/Independent House,Bengaluru,30000000.0, Cr,10000.0,3000,Karnataka
Apartment,Bengaluru,28000000.0, Cr,10000.0,2800,Karnataka
Villa/Independent House,Bengaluru,28000000.0, Cr,10000.0,2800,Karnataka
Apartment,Bengaluru,26000000.0, Cr,10000.0,2600,Karnataka
Apartment,Bengaluru,25000000.0, Cr,10000.0,2500,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10000.0,2405,Karnataka
Plot/Land,Bengaluru,24000000.0, Cr,10000.0,2400,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10000.0,2400,Karnataka
Villa/Independent House,Bengaluru,24000000.0, Cr,10000.0,2400,Karnataka
Villa/Independent House,Bengaluru,23500000.0, Cr,10000.0,2352,Karnataka
Villa/Independent House,Bengaluru,23000000.0, Cr,10000.0,2300,Karnataka
Apartment,Bengaluru,23000000.0, Cr,10000.0,2300,Karnataka
Apartment,Bengaluru,22900000.0, Cr,10000.0,2290,Karnataka
Apartment,Bengaluru,22500000.0, Cr,10000.0,2255,Karnataka
Apartment,Bengaluru,22000000.0, Cr,10000.0,2200,Karnataka
Apartment,Bengaluru,21000000.0, Cr,10000.0,2100,Karnataka
Apartment,Bengaluru,20400000.0, Cr,10000.0,2047,Karnataka
Apartment,Bengaluru,20000000.0, Cr,10000.0,2000,Karnataka
Villa/Independent House,Bengaluru,20000000.0, Cr,10000.0,2000,Karnataka
Plot/Land,Bengaluru,20000000.0, Cr,10000.0,2000,Karnataka
Villa/Independent House,Bengaluru,19500000.0, Cr,10000.0,1950,Karnataka
Apartment,Bengaluru,19300000.0, Cr,10000.0,1930,Karnataka
Villa/Independent House,Bengaluru,19000000.0, Cr,10000.0,1900,Karnataka
Apartment,Bengaluru,18700000.0, Cr,10000.0,1870,Karnataka
Apartment,Bengaluru,18000000.0, Cr,10000.0,1800,Karnataka
Villa/Independent House,Bengaluru,18000000.0, Cr,10000.0,1800,Karnataka
Apartment,Bengaluru,17500000.0, Cr,10000.0,1750,Karnataka
Apartment,Bengaluru,17300000.0, Cr,10000.0,1730,Karnataka
Apartment,Bengaluru,17000000.0, Cr,10000.0,1700,Karnataka
Apartment,Bengaluru,16800000.0, Cr,10000.0,1680,Karnataka
Apartment,Bengaluru,16500000.0, Cr,10000.0,1650,Karnataka
Villa/Independent House,Bengaluru,16500000.0, Cr,10000.0,1650,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10000.0,1600,Karnataka
Plot/Land,Bengaluru,16000000.0, Cr,10000.0,1600,Karnataka
Plot/Land,Bengaluru,15000000.0, Cr,10000.0,1500,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10000.0,1500,Karnataka
Villa/Independent House,Bengaluru,15000000.0, Cr,10000.0,1500,Karnataka
Villa/Independent House,Mysore,15000000.0, Cr,10000.0,1500,Karnataka
Plot/Land,Bengaluru,14000000.0, Cr,10000.0,1404,Karnataka
Apartment,Bengaluru,14000000.0, Cr,10000.0,1400,Karnataka
Apartment,Bengaluru,13500000.0, Cr,10000.0,1350,Karnataka
Villa/Independent House,Bengaluru,13500000.0, Cr,10000.0,1350,Karnataka
Apartment,Bengaluru,13200000.0, Cr,10000.0,1320,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10000.0,1300,Karnataka
Plot/Land,Bengaluru,12700000.0, Cr,10000.0,1275,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10000.0,1250,Karnataka
Villa/Independent House,Bengaluru,12500000.0, Cr,10000.0,1250,Karnataka
Plot/Land,Bengaluru,12000000.0, Cr,10000.0,1200,Karnataka
Villa/Independent House,Bengaluru,12000000.0, Cr,10000.0,1200,Karnataka
Apartment,Bengaluru,12000000.0, Cr,10000.0,1200,Karnataka
Villa/Independent House,Mysore,12000000.0, Cr,10000.0,1200,Karnataka
Apartment,Bengaluru,11700000.0, Cr,10000.0,1175,Karnataka
Apartment,Bengaluru,11000000.0, Cr,10000.0,1100,Karnataka
Villa/Independent House,Bengaluru,11000000.0, Cr,10000.0,1100,Karnataka
Villa/Independent House,Bengaluru,10000000.0, Cr,10000.0,1000,Karnataka
Villa/Independent House,Bengaluru,70.0, L,10000.0,700,Karnataka
Plot/Land,Mysore,62.0, L,10000.0,620,Karnataka
Plot/Land,Bengaluru,60.0, L,10000.0,600,Karnataka
Villa/Independent House,Bengaluru,55.0, L,10000.0,550,Karnataka
Apartment,Bengaluru,17100000.0, Cr,10005.0,1709,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10005.0,1300,Karnataka
Apartment,Bengaluru,19800000.0, Cr,10010.0,1978,Karnataka
Apartment,Bengaluru,18500000.0, Cr,10010.0,1848,Karnataka
Apartment,Bengaluru,39000000.0, Cr,10012.0,3895,Karnataka
Apartment,Bengaluru,23500000.0, Cr,10012.0,2347,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10013.0,1498,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10015.0,1300,Karnataka
Apartment,Bengaluru,37000000.0, Cr,10016.0,3694,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10016.0,1248,Karnataka
Apartment,Bengaluru,16900000.0, Cr,10017.0,1687,Karnataka
Apartment,Bengaluru,23500000.0, Cr,10021.0,2345,Karnataka
Apartment,Bengaluru,43000000.0, Cr,10023.0,4290,Karnataka
Apartment,Bengaluru,20200000.0, Cr,10024.0,2015,Karnataka
Apartment,Bengaluru,32000000.0, Cr,10028.0,3191,Karnataka
Apartment,Bengaluru,16500000.0, Cr,10030.0,1645,Karnataka
Apartment,Bengaluru,99.99, L,10030.0,997,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10031.0,1595,Karnataka
Apartment,Bengaluru,12200000.0, Cr,10032.0,1216,Karnataka
Apartment,Bengaluru,36000000.0, Cr,10033.0,3588,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10033.0,1495,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10033.0,1300,Karnataka
Apartment,Bengaluru,14500000.0, Cr,10034.0,1445,Karnataka
Apartment,Bengaluru,58.0, L,10034.0,578,Karnataka
Apartment,Bengaluru,11299999.999999998, Cr,10035.0,1126,Karnataka
Apartment,Bengaluru,79.28, L,10036.0,790,Karnataka
Apartment,Bengaluru,18600000.0, Cr,10037.0,1853,Karnataka
Apartment,Bengaluru,10200000.0, Cr,10039.0,1016,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10040.0,1245,Karnataka
Apartment,Bengaluru,12400000.0, Cr,10040.0,1235,Karnataka
Apartment,Bengaluru,15700000.0, Cr,10044.0,1572,Karnataka
Apartment,Bengaluru,44.69, L,10044.0,445,Karnataka
Apartment,Bengaluru,32800000.0, Cr,10045.0,3265,Karnataka
Apartment,Bengaluru,26000000.0, Cr,10046.0,2588,Karnataka
Apartment,Bengaluru,19300000.0, Cr,10046.0,1921,Karnataka
Apartment,Bengaluru,20700000.0, Cr,10048.0,2060,Karnataka
Apartment,Bengaluru,18600000.0, Cr,10048.0,1851,Karnataka
Villa/Independent House,Bengaluru,55000000.0, Cr,10051.0,5472,Karnataka
Apartment,Bengaluru,19400000.0, Cr,10051.0,1930,Karnataka
Apartment,Bengaluru,97.0, L,10051.0,965,Karnataka
Apartment,Bengaluru,19000000.0, Cr,10052.0,1890,Karnataka
Apartment,Bengaluru,94.0, L,10053.0,935,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10054.0,1293,Karnataka
Apartment,Bengaluru,18000000.0, Cr,10055.0,1790,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10056.0,1591,Karnataka
Apartment,Bengaluru,17500000.0, Cr,10057.0,1740,Karnataka
Apartment,Bengaluru,17000000.0, Cr,10059.0,1690,Karnataka
Villa/Independent House,Bengaluru,16000000.0, Cr,10062.0,1590,Karnataka
Apartment,Bengaluru,94.1, L,10064.0,935,Karnataka
Apartment,Bengaluru,12300000.0, Cr,10065.0,1222,Karnataka
Villa/Independent House,Bengaluru,33000000.0, Cr,10067.0,3278,Karnataka
Apartment,Bengaluru,20300000.0, Cr,10069.0,2016,Karnataka
Plot/Land,Bengaluru,14500000.0, Cr,10069.0,1440,Karnataka
Apartment,Bengaluru,14100000.0, Cr,10071.0,1400,Karnataka
Apartment,Bengaluru,20000000.0, Cr,10075.0,1985,Karnataka
Apartment,Bengaluru,38000000.0, Cr,10076.0,3771,Karnataka
Villa/Independent House,Bengaluru,36900000.0, Cr,10076.0,3662,Karnataka
Apartment,Bengaluru,32900000.0, Cr,10076.0,3265,Karnataka
Villa/Independent House,Bengaluru,50000000.0, Cr,10078.0,4961,Karnataka
Apartment,Bengaluru,19300000.0, Cr,10078.0,1915,Karnataka
Apartment,Bengaluru,25200000.0, Cr,10080.0,2500,Karnataka
Apartment,Bengaluru,25000000.0, Cr,10080.0,2480,Karnataka
Apartment,Bengaluru,18500000.0, Cr,10081.0,1835,Karnataka
Apartment,Bengaluru,11200000.000000002, Cr,10081.0,1111,Karnataka
Apartment,Bengaluru,60.0, L,10084.0,595,Karnataka
Apartment,Bengaluru,35500000.0, Cr,10085.0,3520,Karnataka
Apartment,Bengaluru,17500000.0, Cr,10086.0,1735,Karnataka
Apartment,Bengaluru,14000000.0, Cr,10086.0,1388,Karnataka
Apartment,Bengaluru,56.0, L,10090.0,555,Karnataka
Apartment,Bengaluru,12100000.0, Cr,10091.0,1200,Karnataka
Apartment,Bengaluru,11000000.0, Cr,10091.0,1090,Karnataka
Apartment,Bengaluru,60000000.0, Cr,10092.0,5945,Karnataka
Apartment,Bengaluru,41500000.0, Cr,10094.0,4111,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10094.0,1486,Karnataka
Apartment,Bengaluru,12600000.0, Cr,10096.0,1248,Karnataka
Villa/Independent House,Bengaluru,51700000.0, Cr,10097.0,5120,Karnataka
Apartment,Bengaluru,18100000.0, Cr,10100.0,1792,Karnataka
Plot/Land,Bengaluru,12100000.0, Cr,10100.0,1200,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10101.0,2376,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10101.0,1584,Karnataka
Villa/Independent House,Bengaluru,33500000.0, Cr,10102.0,3316,Karnataka
Apartment,Bengaluru,19500000.0, Cr,10103.0,1930,Karnataka
Apartment,Bengaluru,14600000.0, Cr,10103.0,1445,Karnataka
Plot/Land,Bengaluru,48500000.0, Cr,10104.0,4800,Karnataka
Apartment,Bengaluru,14500000.0, Cr,10104.0,1435,Karnataka
Apartment,Bengaluru,38400000.0, Cr,10105.0,3800,Karnataka
Apartment,Bengaluru,28500000.0, Cr,10106.0,2820,Karnataka
Apartment,Bengaluru,12300000.0, Cr,10106.0,1222,Karnataka
Apartment,Bengaluru,31000000.0, Cr,10107.0,3067,Karnataka
Apartment,Bengaluru,16399999.999999998, Cr,10108.0,1630,Karnataka
Apartment,Bengaluru,28300000.0, Cr,10110.0,2799,Karnataka
Villa/Independent House,Bengaluru,45000000.0, Cr,10112.0,4450,Karnataka
Apartment,Bengaluru,86.07, L,10114.0,851,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10116.0,1285,Karnataka
Apartment,Bengaluru,75.48, L,10118.0,746,Karnataka
Villa/Independent House,Bengaluru,42500000.0, Cr,10119.0,4200,Karnataka
Apartment,Bengaluru,17000000.0, Cr,10119.0,1680,Karnataka
Plot/Land,Bengaluru,25000000.0, Cr,10121.0,2470,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10121.0,1482,Karnataka
Apartment,Bengaluru,16500000.0, Cr,10122.0,1630,Karnataka
Plot/Land,Bengaluru,40500000.0, Cr,10125.0,4000,Karnataka
Villa/Independent House,Bengaluru,24300000.0, Cr,10125.0,2400,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10126.0,2370,Karnataka
Apartment,Bengaluru,20000000.0, Cr,10126.0,1975,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10126.0,1580,Karnataka
Apartment,Bengaluru,79.18, L,10126.0,782,Karnataka
Villa/Independent House,Bengaluru,35000000.0, Cr,10130.0,3455,Karnataka
Apartment,Bengaluru,21000000.0, Cr,10130.0,2073,Karnataka
Apartment,Bengaluru,16200000.000000002, Cr,10131.0,1599,Karnataka
Apartment,Bengaluru,20700000.0, Cr,10132.0,2050,Karnataka
Apartment,Bengaluru,11200000.000000002, Cr,10134.0,1113,Karnataka
Apartment,Bengaluru,18000000.0, Cr,10135.0,1776,Karnataka
Apartment,Bengaluru,10500000.0, Cr,10138.0,1038,Karnataka
Apartment,Bengaluru,20600000.0, Cr,10140.0,2035,Karnataka
Apartment,Bengaluru,35000000.0, Cr,10144.0,3450,Karnataka
Apartment,Bengaluru,21000000.0, Cr,10144.0,2070,Karnataka
Apartment,Bengaluru,18300000.0, Cr,10144.0,1804,Karnataka
Apartment,Bengaluru,28900000.0, Cr,10147.0,2848,Karnataka
Apartment,Bengaluru,20600000.0, Cr,10147.0,2035,Karnataka
Apartment,Bengaluru,12400000.0, Cr,10147.0,1222,Karnataka
Apartment,Bengaluru,48.0, L,10148.0,473,Karnataka
Apartment,Bengaluru,16299999.999999998, Cr,10149.0,1606,Karnataka
Apartment,Bengaluru,13400000.0, Cr,10151.0,1320,Karnataka
Plot/Land,Bengaluru,24000000.0, Cr,10152.0,2364,Karnataka
Apartment,Bengaluru,15300000.0, Cr,10152.0,1507,Karnataka
Apartment,Bengaluru,23100000.0, Cr,10153.0,2275,Karnataka
Apartment,Bengaluru,13200000.0, Cr,10153.0,1300,Karnataka
Villa/Independent House,Bengaluru,76000000.0, Cr,10154.0,7485,Karnataka
Apartment,Bengaluru,19600000.0, Cr,10155.0,1930,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10155.0,1477,Karnataka
Apartment,Bengaluru,65000000.0, Cr,10156.0,6400,Karnataka
Apartment,Bengaluru,16900000.0, Cr,10156.0,1664,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10156.0,1280,Karnataka
Apartment,Bengaluru,11600000.0, Cr,10157.0,1142,Karnataka
Villa/Independent House,Bengaluru,35000000.0, Cr,10159.0,3445,Karnataka
Apartment,Bengaluru,26700000.0, Cr,10159.0,2628,Karnataka
Apartment,Bengaluru,95.0, L,10160.0,935,Karnataka
Apartment,Bengaluru,19500000.0, Cr,10161.0,1919,Karnataka
Apartment,Bengaluru,64.33, L,10162.0,633,Karnataka
Apartment,Bengaluru,39000000.0, Cr,10166.0,3836,Karnataka
Villa/Independent House,Bengaluru,30000000.0, Cr,10166.0,2951,Karnataka
Apartment,Bengaluru,23100000.0, Cr,10166.0,2275,Karnataka
Plot/Land,Bengaluru,18300000.0, Cr,10166.0,1800,Karnataka
Apartment,Bengaluru,76.96, L,10167.0,757,Karnataka
Apartment,Bengaluru,25300000.0, Cr,10168.0,2488,Karnataka
Villa/Independent House,Bengaluru,30000000.0, Cr,10169.0,2950,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10169.0,2360,Karnataka
Apartment,Bengaluru,18000000.0, Cr,10169.0,1770,Karnataka
Apartment,Bengaluru,95.1, L,10171.0,935,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10172.0,1278,Karnataka
Apartment,Bengaluru,25800000.0, Cr,10173.0,2536,Karnataka
Villa/Independent House,Bengaluru,11700000.0, Cr,10173.0,1150,Karnataka
Villa/Independent House,Bengaluru,25600000.0, Cr,10174.0,2516,Karnataka
Apartment,Bengaluru,12700000.0, Cr,10176.0,1248,Karnataka
Apartment,Bengaluru,75.33, L,10180.0,740,Karnataka
Apartment,Bengaluru,48.67, L,10184.0,478,Karnataka
Apartment,Bengaluru,27500000.0, Cr,10185.0,2700,Karnataka
Villa/Independent House,Bengaluru,27500000.0, Cr,10185.0,2700,Karnataka
Apartment,Bengaluru,19200000.0, Cr,10185.0,1885,Karnataka
Apartment,Bengaluru,25600000.0, Cr,10187.0,2513,Karnataka
Apartment,Bengaluru,20500000.0, Cr,10188.0,2019,Karnataka
Apartment,Bengaluru,75.6, L,10189.0,742,Karnataka
Apartment,Bengaluru,35900000.0, Cr,10190.0,3523,Karnataka
Apartment,Bengaluru,19300000.0, Cr,10190.0,1894,Karnataka
Apartment,Bengaluru,43000000.0, Cr,10191.0,4219,Karnataka
Apartment,Bengaluru,21000000.0, Cr,10194.0,2060,Karnataka
Apartment,Bengaluru,24000000.0, Cr,10195.0,2354,Karnataka
Apartment,Bengaluru,16200000.000000002, Cr,10195.0,1589,Karnataka
Villa/Independent House,Bengaluru,52000000.0, Cr,10196.0,5100,Karnataka
Apartment,Bengaluru,13000000.0, Cr,10196.0,1275,Karnataka
Plot/Land,Bengaluru,12200000.0, Cr,10200.0,1200,Karnataka
Apartment,Bengaluru,10600000.0, Cr,10202.0,1046,Karnataka
Apartment,Bengaluru,50000000.0, Cr,10204.0,4900,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10204.0,1470,Karnataka
Apartment,Bengaluru,21400000.0, Cr,10205.0,2097,Karnataka
Villa/Independent House,Bengaluru,86.64, L,10205.0,849,Karnataka
Villa/Independent House,Bengaluru,86.23, L,10205.0,845,Karnataka
Villa/Independent House,Bengaluru,85.92, L,10205.0,842,Karnataka
Villa/Independent House,Bengaluru,84.8, L,10205.0,831,Karnataka
Villa/Independent House,Bengaluru,53.57, L,10205.0,525,Karnataka
Villa/Independent House,Bengaluru,44.08, L,10205.0,432,Karnataka
Villa/Independent House,Bengaluru,23700000.0, Cr,10206.0,2325,Karnataka
Villa/Independent House,Bengaluru,16200000.000000002, Cr,10206.0,1593,Karnataka
Apartment,Bengaluru,14800000.0, Cr,10206.0,1450,Karnataka
Villa/Independent House,Bengaluru,11299999.999999998, Cr,10206.0,1116,Karnataka
Villa/Independent House,Bengaluru,11100000.000000002, Cr,10206.0,1093,Karnataka
Villa/Independent House,Bengaluru,86.64, L,10206.0,849,Karnataka
Villa/Independent House,Bengaluru,86.24, L,10206.0,845,Karnataka
Villa/Independent House,Bengaluru,86.13, L,10206.0,844,Karnataka
Villa/Independent House,Bengaluru,85.93, L,10206.0,842,Karnataka
Villa/Independent House,Bengaluru,84.81, L,10206.0,831,Karnataka
Villa/Independent House,Bengaluru,84.3, L,10206.0,826,Karnataka
Villa/Independent House,Bengaluru,53.58, L,10206.0,525,Karnataka
Villa/Independent House,Bengaluru,44.08, L,10206.0,432,Karnataka
Apartment,Bengaluru,19700000.0, Cr,10207.0,1930,Karnataka
Apartment,Bengaluru,84.51, L,10207.0,828,Karnataka
Apartment,Bengaluru,59.0, L,10207.0,578,Karnataka
Villa/Independent House,Bengaluru,11100000.000000002, Cr,10208.0,1093,Karnataka
Apartment,Bengaluru,21900000.0, Cr,10209.0,2145,Karnataka
Apartment,Bengaluru,10200000.0, Cr,10211.0,1001,Karnataka
Apartment,Bengaluru,24500000.0, Cr,10212.0,2399,Karnataka
Apartment,Bengaluru,12000000.0, Cr,10212.0,1175,Karnataka
Apartment,Bengaluru,49700000.0, Cr,10215.0,4865,Karnataka
Apartment,Bengaluru,27600000.0, Cr,10222.0,2700,Karnataka
Apartment,Bengaluru,18400000.0, Cr,10222.0,1800,Karnataka
Apartment,Bengaluru,92.0, L,10222.0,900,Karnataka
Apartment,Bengaluru,20600000.0, Cr,10223.0,2015,Karnataka
Apartment,Bengaluru,18300000.0, Cr,10223.0,1790,Karnataka
Apartment,Bengaluru,68000000.0, Cr,10224.0,6651,Karnataka
Apartment,Bengaluru,20500000.0, Cr,10224.0,2005,Karnataka
Apartment,Bengaluru,18700000.0, Cr,10224.0,1829,Karnataka
Apartment,Bengaluru,18200000.0, Cr,10224.0,1780,Karnataka
Apartment,Bengaluru,14000000.0, Cr,10225.0,1372,Karnataka
Apartment,Bengaluru,46000000.0, Cr,10226.0,4498,Karnataka
Apartment,Bengaluru,21200000.0, Cr,10226.0,2073,Karnataka
Villa/Independent House,Bengaluru,45000000.0, Cr,10227.0,4400,Karnataka
Apartment,Bengaluru,22500000.0, Cr,10227.0,2200,Karnataka
Villa/Independent House,Bengaluru,22500000.0, Cr,10227.0,2200,Karnataka
Apartment,Bengaluru,18000000.0, Cr,10227.0,1760,Karnataka
Apartment,Bengaluru,20500000.0, Cr,10229.0,2004,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10229.0,1222,Karnataka
Apartment,Bengaluru,20900000.0, Cr,10230.0,2043,Karnataka
Apartment,Bengaluru,13300000.0, Cr,10230.0,1300,Karnataka
Villa/Independent House,Bengaluru,24800000.0, Cr,10231.0,2424,Karnataka
Apartment,Bengaluru,21700000.0, Cr,10231.0,2121,Karnataka
Apartment,Bengaluru,97.0, L,10232.0,948,Karnataka
Apartment,Bengaluru,20500000.0, Cr,10234.0,2003,Karnataka
Apartment,Bengaluru,18200000.0, Cr,10236.0,1778,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10236.0,1563,Karnataka
Apartment,Bengaluru,18500000.0, Cr,10237.0,1807,Karnataka
Apartment,Bengaluru,42100000.0, Cr,10238.0,4112,Karnataka
Villa/Independent House,Bengaluru,51200000.0, Cr,10240.0,5000,Karnataka
Apartment,Bengaluru,11100000.000000002, Cr,10242.0,1088,Karnataka
Apartment,Bengaluru,40000000.0, Cr,10243.0,3905,Karnataka
Apartment,Bengaluru,23100000.0, Cr,10243.0,2255,Karnataka
Apartment,Bengaluru,21000000.0, Cr,10243.0,2050,Karnataka
Apartment,Bengaluru,13799999.999999998, Cr,10244.0,1347,Karnataka
Plot/Land,Bengaluru,41000000.0, Cr,10250.0,4000,Karnataka
Apartment,Bengaluru,12200000.0, Cr,10252.0,1190,Karnataka
Apartment,Bengaluru,68200000.0, Cr,10254.0,6651,Karnataka
Villa/Independent House,Bengaluru,42500000.0, Cr,10255.0,4144,Karnataka
Apartment,Bengaluru,40000000.0, Cr,10256.0,3900,Karnataka
Apartment,Bengaluru,22000000.0, Cr,10256.0,2145,Karnataka
Apartment,Bengaluru,12800000.0, Cr,10256.0,1248,Karnataka
Apartment,Bengaluru,19800000.0, Cr,10259.0,1930,Karnataka
Apartment,Bengaluru,16000000.0, Cr,10262.0,1559,Karnataka
Apartment,Bengaluru,14000000.0, Cr,10263.0,1364,Karnataka
Apartment,Bengaluru,20700000.0, Cr,10267.0,2016,Karnataka
Apartment,Bengaluru,65.2, L,10268.0,635,Karnataka
Apartment,Bengaluru,38000000.0, Cr,10270.0,3700,Karnataka
Apartment,Bengaluru,19000000.0, Cr,10270.0,1850,Karnataka
Apartment,Bengaluru,57.0, L,10270.0,555,Karnataka
Villa/Independent House,Bengaluru,50000000.0, Cr,10271.0,4868,Karnataka
Apartment,Bengaluru,15000000.0, Cr,10273.0,1460,Karnataka
Apartment,Bengaluru,12000000.0, Cr,10273.0,1168,Karnataka
Apartment,Bengaluru,78.0, L,10276.0,759,Karnataka
Villa/Independent House,Bengaluru,37000000.0, Cr,10277.0,3600,Karnataka
Apartment,Bengaluru,12600000.0, Cr,10277.0,1226,Karnataka
Apartment,Bengaluru,20000000.0, Cr,10282.0,1945,Karnataka
Apartment,Bengaluru,16700000.0, Cr,10283.0,1624,Karnataka
Apartment,Bengaluru,11600000.0, Cr,10283.0,1128,Karnataka
Villa/Independent House,Bengaluru,36000000.0, Cr,10285.0,3500,Karnataka
Apartment,Bengaluru,19700000.0, Cr,10286.0,1916,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10288.0,1215,Karnataka
Villa/Independent House,Bengaluru,21100000.0, Cr,10292.0,2050,Karnataka
Apartment,Bengaluru,12500000.0, Cr,10293.0,1222,Karnataka
Apartment,Bengaluru,17500000.0, Cr,10294.0,1700,Karnataka
Apartment,Bengaluru,41.7, L,10296.0,405,Karnataka
Apartment,Bengaluru,19000000.0, Cr,10298.0,1845,Karnataka
Apartment,Bengaluru,25000000.0, Cr,10300.0,2427,Karnataka
Apartment,Bengaluru,16100000.000000002, Cr,10300.0,1563,Karnataka
Villa/Independent House,Bengaluru,29000000.0, Cr,10301.0,2815,Karnataka
Apartment,Bengaluru,68.0, L,10303.0,660,Karnataka
Apartment,Bengaluru,34.0, L,10303.0,330,Karnataka
Apartment,Bengaluru,25000000.0, Cr,10304.0,2427,Karnataka
Apartment,Bengaluru,30600000.0, Cr,10306.0,2969,Karnataka
Apartment,Bengaluru,20000000.0, Cr,10309.0,1940,Karnataka
Villa/Independent House,Bengaluru,21700000.0, Cr,10311.0,2105,Karnataka
Apartment,Bengaluru,24100000.0, Cr,10314.0,1990,Karnataka
Villa/Independent House,Bengaluru,32500000.0, Cr,10317.0,3150,Karnataka
Apartment,Bengaluru,20800000.0, Cr,10317.0,2016,Karnataka
Apartment,Bengaluru,18800000.0, Cr,10318.0,1822,Karnataka
Apartment,Bengaluru,13899999.999999998, Cr,10319.0,1347,Karnataka
Apartment,Bengaluru,36500000.0, Cr,10321.0,3542,Karnataka
Apartment,Bengaluru,16700000.0, Cr,10321.0,1618,Karnataka
Apartment,Bengaluru,39900000.0, Cr,10322.0,3868,Karnataka
Apartment,Bengaluru,32000000.0, Cr,10322.0,3100,Karnataka
Plot/Land,Bengaluru,32000000.0, Cr,10322.0,3100,Karnataka
Apartment,Bengaluru,16800000.0, Cr,10322.0,1630,Karnataka
Apartment,Bengaluru,34500000.0, Cr,10323.0,3342,Karnataka
Apartment,Bengaluru,80.0, L,10323.0,775,Karnataka
Apartment,Bengaluru,78.87, L,10323.0,764,Karnataka
Apartment,Bengaluru,24800000.0, Cr,10324.0,2402,Karnataka
Apartment,Bengaluru,36000000.0, Cr,10329.0,3485,Karnataka
Apartment,Bengaluru,25000000.0, Cr,10330.0,2420,Karnataka
Apartment,Bengaluru,13899999.999999998, Cr,10332.0,1355,Karnataka
Plot/Land,Bengaluru,46500000.0, Cr,10333.0,4500,Karnataka
Villa/Independent House,Bengaluru,31000000.0, Cr,10333.0,3000,Karnataka
Apartment,Bengaluru,21700000.0, Cr,10333.0,2100,Karnataka
Villa/Independent House,Bengaluru,15500000.0, Cr,10333.0,1500,Karnataka
