property_type,city,total_price,unit,builtup_area_sqft,area,state,duplicate_type,dataset,prop_id,address,resale,owntype,bhk,bathrooms,balcony_num,furnish,facing,property_age,floor_num,total_floor,prop_name,min_price,max_price,price_sqft,building_id,superbuiltup_sqft,brokerage,min_area_sqft,max_area_sqft,expiry_date,price,class_label,total_landmark_count,contact_company_name,locality,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,furnished,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,intercom,indoor_games,atm,maintenance_staff,staff_quarter,multipurpose_room,car_parking,hospital,school,pincode,vaastu_compliant,cafeteria,rain_water_harvesting,golf_course
Villa/Independent House,Gurugram,55.0, L,5500.0,1000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,5517.0,2900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,80.0, L,5517.0,1450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,80.0, L,5517.0,1450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,74.0, L,5522.0,1340.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,25000000.0, Cr,5555.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,25000000.0, Cr,5555.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,25000000.0, Cr,5555.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,5555.0,3240.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,17500000.0, Cr,5555.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,5555.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,5555.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,5555.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,12500000.0, Cr,5555.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10000000.0, Cr,5555.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,50.0, L,5555.0,900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,70.0, L,5600.0,1250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,5625.0,3200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13500000.0, Cr,5625.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,13500000.0, Cr,5625.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,90.0, L,5625.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,90.0, L,5625.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11000000.0, Cr,5641.0,1950.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17000000.0, Cr,5666.0,3000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,85.0, L,5666.0,1500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,12500000.0, Cr,5681.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,12500000.0, Cr,5681.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11000000.0, Cr,5699.0,1930.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,15000000.0, Cr,5703.0,2630.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,18000000.0, Cr,5714.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,5714.0,2800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,90.0, L,5714.0,1575.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,80.0, L,5714.0,1400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,82.0, L,5734.0,1430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,90.0, L,5750.0,1565.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,5761.0,2430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,75.0, L,5769.0,1300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,26000000.0, Cr,5777.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,13000000.0, Cr,5777.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,13000000.0, Cr,5777.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,18500000.0, Cr,5781.0,3200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,12500000.0, Cr,5813.0,2150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,21000000.0, Cr,5833.0,3600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17500000.0, Cr,5833.0,3000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,14000000.0, Cr,5833.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,10500000.0, Cr,5833.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,70.0, L,5833.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,5858.0,2475.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,85.0, L,5862.0,1450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13600000.000000002, Cr,5913.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,5925.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,5925.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16000000.0, Cr,5925.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,95.0, L,5937.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15500000.0, Cr,5961.0,2600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,12700000.0, Cr,5984.0,2122.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6000.0,3000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,18000000.0, Cr,6000.0,3000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16200000.000000002, Cr,6000.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6000.0,2500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6000.0,2500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6000.0,2500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,13500000.0, Cr,6000.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13500000.0, Cr,6000.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11399999.999999998, Cr,6000.0,1900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,90.0, L,6000.0,1500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,90.0, L,6000.0,1500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,75.0, L,6000.0,1250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,30.0, L,6000.0,500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,13000000.0, Cr,6046.0,2150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,20000000.0, Cr,6060.0,3300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,85.0, L,6071.0,1400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,82.0, L,6074.0,1350.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6086.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,62.3, L,6107.0,1020.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,27500000.0, Cr,6111.0,4500.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16500000.0, Cr,6111.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16500000.0, Cr,6111.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,11000000.0, Cr,6111.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,11000000.0, Cr,6111.0,1800.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,55.0, L,6111.0,900.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,13500000.0, Cr,6136.0,2200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,80.0, L,6153.0,1300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,6170.0,2350.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,20000000.0, Cr,6172.0,3240.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,19500000.0, Cr,6190.0,3150.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,90.0, L,6206.0,1450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6222.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Faridabad,14000000.0, Cr,6222.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14000000.0, Cr,6222.0,2250.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,28.0, L,6222.0,450.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,81.0, L,6230.0,1300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,25000000.0, Cr,6250.0,4000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15000000.0, Cr,6250.0,2400.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,12500000.0, Cr,6250.0,2000.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,10000000.0, Cr,6250.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,10000000.0, Cr,6250.0,1600.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,96.87, L,6250.0,1550.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,75.0, L,6250.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Gurugram,75.0, L,6250.0,1200.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17000000.0, Cr,6296.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17000000.0, Cr,6296.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,16900000.0, Cr,6296.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,17000000.0, Cr,6296.0,2700.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,15300000.0, Cr,6296.0,2430.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,85.0, L,6296.0,1350.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Gurugram,14500000.0, Cr,6304.0,2300.0,Haryana,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
